country,year,dim1,hale,le,hale_yield
Saint Vincent and the Grenadines,2019,Both sexes,63.97,73.22,0.8736683966129473
Saint Vincent and the Grenadines,2019,Male,62.93,71.32,0.8823611890072912
Saint Vincent and the Grenadines,2019,Female,65.14,75.32,0.8648433351035583
Saint Vincent and the Grenadines,2015,Both sexes,63.51,72.47,0.8763626328135781
Saint Vincent and the Grenadines,2015,Male,62.25,70.3,0.8854907539118065
Saint Vincent and the Grenadines,2015,Female,64.95,74.91,0.867040448538246
Saint Vincent and the Grenadines,2010,Both sexes,63.97,72.85,0.8781056966369253
Saint Vincent and the Grenadines,2010,Male,62.9,70.92,0.8869148336153412
Saint Vincent and the Grenadines,2010,Female,65.15,74.99,0.8687825043339114
Saint Vincent and the Grenadines,2000,Both sexes,62.23,70.61,0.8813199263560402
Saint Vincent and the Grenadines,2000,Male,61.09,68.51,0.891694643117793
Saint Vincent and the Grenadines,2000,Female,63.42,72.81,0.8710341985990935
Samoa,2019,Both sexes,62.13,70.45,0.881902058197303
Samoa,2019,Male,61.79,69.16,0.8934355118565646
Samoa,2019,Female,62.51,71.85,0.8700069589422408
Samoa,2015,Both sexes,61.9,70.04,0.8837806967447172
Samoa,2015,Male,61.5,68.68,0.8954571927781012
Samoa,2015,Female,62.33,71.49,0.8718701916351937
Samoa,2010,Both sexes,61.54,69.57,0.884576685352882
Samoa,2010,Male,61.04,68.08,0.8965922444183314
Samoa,2010,Female,62.07,71.16,0.8722596964586847
Samoa,2000,Both sexes,60.73,68.51,0.886439935775799
Samoa,2000,Male,59.68,66.46,0.897983749623834
Samoa,2000,Female,61.91,70.78,0.8746821135914099
Sao Tome and Principe,2019,Both sexes,61.6,70.42,0.8747514910536779
Sao Tome and Principe,2019,Male,60.94,68.79,0.8858845762465474
Sao Tome and Principe,2019,Female,62.21,71.99,0.8641477983053203
Sao Tome and Principe,2015,Both sexes,60.95,69.6,0.8757183908045978
Sao Tome and Principe,2015,Male,60.37,68.05,0.8871418074944893
Sao Tome and Principe,2015,Female,61.5,71.12,0.8647356580427445
Sao Tome and Principe,2010,Both sexes,59.76,68.24,0.8757327080890973
Sao Tome and Principe,2010,Male,59.31,66.89,0.8866796232620721
Sao Tome and Principe,2010,Female,60.19,69.55,0.8654205607476636
Sao Tome and Principe,2000,Both sexes,55.55,63.45,0.8754925137903861
Sao Tome and Principe,2000,Male,55.47,62.55,0.886810551558753
Sao Tome and Principe,2000,Female,55.66,64.31,0.8654952573472243
Saudi Arabia,2019,Both sexes,64.02,74.31,0.8615260395639887
Saudi Arabia,2019,Male,63.78,73.11,0.8723840787853919
Saudi Arabia,2019,Female,64.36,76.15,0.8451739986868023
Saudi Arabia,2015,Both sexes,63.2,73.15,0.8639781271360218
Saudi Arabia,2015,Male,62.8,71.73,0.8755053673497838
Saudi Arabia,2015,Female,63.77,75.25,0.8474418604651163
Saudi Arabia,2010,Both sexes,62.19,71.76,0.866638795986622
Saudi Arabia,2010,Male,61.86,70.39,0.8788180139224322
Saudi Arabia,2010,Female,62.58,73.67,0.849463825166282
Saudi Arabia,2000,Both sexes,61.18,70.52,0.8675553034600114
Saudi Arabia,2000,Male,61.24,69.59,0.8800114959045839
Saudi Arabia,2000,Female,61.0,71.62,0.8517173973750348
Senegal,2019,Both sexes,59.37,68.58,0.8657042869641295
Senegal,2019,Male,58.79,66.82,0.8798263992816523
Senegal,2019,Female,59.9,70.14,0.8540062731679497
Senegal,2015,Both sexes,58.17,67.2,0.865625
Senegal,2015,Male,57.62,65.46,0.8802322028719829
Senegal,2015,Female,58.7,68.77,0.8535698705831032
Senegal,2010,Both sexes,56.65,65.47,0.865281808461891
Senegal,2010,Male,56.01,63.67,0.879692162713994
Senegal,2010,Female,57.29,67.15,0.8531645569620252
Senegal,2000,Both sexes,50.76,58.6,0.8662116040955631
Senegal,2000,Male,50.06,56.87,0.8802532090733252
Senegal,2000,Female,51.5,60.32,0.8537798408488063
Serbia,2019,Both sexes,66.88,75.87,0.8815078423619348
Serbia,2019,Male,65.36,73.46,0.8897359106997006
Serbia,2019,Female,68.39,78.28,0.8736586612161471
Serbia,2015,Both sexes,66.44,75.21,0.8833931658024199
Serbia,2015,Male,64.85,72.69,0.8921447241711377
Serbia,2015,Female,68.06,77.76,0.8752572016460906
Serbia,2010,Both sexes,65.66,74.2,0.8849056603773584
Serbia,2010,Male,63.97,71.63,0.8930615663828005
Serbia,2010,Female,67.38,76.83,0.8770011714174151
Serbia,2000,Both sexes,63.43,71.43,0.8880022399552008
Serbia,2000,Male,61.54,68.66,0.8963006117098747
Serbia,2000,Female,65.39,74.28,0.8803177167474421
Seychelles,2019,Both sexes,64.01,73.34,0.8727842923370603
Seychelles,2019,Male,61.86,69.98,0.8839668476707631
Seychelles,2019,Female,66.43,77.15,0.8610499027867791
Seychelles,2015,Both sexes,63.98,73.2,0.8740437158469945
Seychelles,2015,Male,61.9,69.95,0.8849177984274481
Seychelles,2015,Female,66.31,76.83,0.8630743199271118
Seychelles,2010,Both sexes,63.97,73.01,0.8761813450212299
Seychelles,2010,Male,61.78,69.57,0.8880264481816876
Seychelles,2010,Female,66.42,76.84,0.8643935450286309
Seychelles,2000,Both sexes,63.07,71.87,0.8775566995964936
Seychelles,2000,Male,60.33,67.81,0.8896917858722901
Seychelles,2000,Female,66.06,76.28,0.8660199265862611
Sierra Leone,2019,Both sexes,52.92,60.77,0.8708244199440514
Sierra Leone,2019,Male,52.52,59.6,0.8812080536912752
Sierra Leone,2019,Female,53.29,61.9,0.8609046849757673
Sierra Leone,2015,Both sexes,49.7,56.94,0.8728486125746401
Sierra Leone,2015,Male,49.39,55.9,0.8835420393559928
Sierra Leone,2015,Female,49.99,57.93,0.8629380286552737
Sierra Leone,2010,Both sexes,47.76,54.74,0.8724881256850565
Sierra Leone,2010,Male,47.39,53.65,0.8833178005591799
Sierra Leone,2010,Female,48.1,55.78,0.8623162423807816
Sierra Leone,2000,Both sexes,42.22,48.73,0.8664067309665504
Sierra Leone,2000,Male,40.94,46.77,0.8753474449433396
Sierra Leone,2000,Female,43.53,50.73,0.8580721466587818
Singapore,2019,Both sexes,73.55,83.22,0.8838019706801249
Singapore,2019,Male,72.39,81.05,0.893152375077113
Singapore,2019,Female,74.72,85.45,0.8744294909303686
Singapore,2015,Both sexes,73.2,82.81,0.8839512136215433
Singapore,2015,Male,72.12,80.72,0.8934588701684837
Singapore,2015,Female,74.25,84.89,0.874661326422429
Singapore,2010,Both sexes,72.34,81.7,0.8854345165238678
Singapore,2010,Male,71.06,79.36,0.895413306451613
Singapore,2010,Female,73.57,84.01,0.8757290798714438
Singapore,2000,Both sexes,69.49,78.44,0.8859000509943906
Singapore,2000,Male,68.22,76.2,0.895275590551181
Singapore,2000,Female,70.76,80.71,0.8767191178292654
Slovakia,2019,Both sexes,68.54,78.23,0.8761344752652436
Slovakia,2019,Male,66.16,74.84,0.884019241047568
Slovakia,2019,Female,70.76,81.44,0.8688605108055011
Slovakia,2015,Both sexes,67.64,77.01,0.8783274899363719
Slovakia,2015,Male,65.12,73.48,0.8862275449101796
Slovakia,2015,Female,70.01,80.37,0.8710961801667289
Slovakia,2010,Both sexes,66.48,75.47,0.8808798197959454
Slovakia,2010,Male,63.75,71.69,0.8892453619751709
Slovakia,2010,Female,69.12,79.12,0.8736097067745198
Slovakia,2000,Both sexes,64.72,73.3,0.8829467939972715
Slovakia,2000,Male,61.64,69.16,0.8912666281087335
Slovakia,2000,Female,67.78,77.43,0.8753713031124887
Slovenia,2019,Both sexes,70.74,81.31,0.8700036895830771
Slovenia,2019,Male,69.01,78.59,0.8781015396360861
Slovenia,2019,Female,72.48,84.06,0.8622412562455389
Slovenia,2015,Both sexes,70.04,80.47,0.8703864794333293
Slovenia,2015,Male,68.13,77.57,0.8783034678355034
Slovenia,2015,Female,71.92,83.32,0.8631781084973597
Slovenia,2010,Both sexes,69.23,79.55,0.8702702702702704
Slovenia,2010,Male,66.96,76.25,0.8781639344262294
Slovenia,2010,Female,71.41,82.73,0.8631693460655142
Slovenia,2000,Both sexes,66.52,76.05,0.8746877054569362
Slovenia,2000,Male,63.77,72.18,0.8834857301191466
Slovenia,2000,Female,69.12,79.74,0.8668171557562078
Solomon Islands,2019,Both sexes,57.76,65.25,0.8852107279693486
Solomon Islands,2019,Male,56.51,62.87,0.8988388738667091
Solomon Islands,2019,Female,59.14,67.87,0.8713717400913511
Solomon Islands,2015,Both sexes,57.4,64.74,0.8866234167438988
Solomon Islands,2015,Male,56.1,62.34,0.8999037536092396
Solomon Islands,2015,Female,58.84,67.41,0.8728675270731346
Solomon Islands,2010,Both sexes,56.58,63.69,0.8883655204898728
Solomon Islands,2010,Male,55.28,61.3,0.901794453507341
Solomon Islands,2010,Female,58.06,66.4,0.8743975903614457
Solomon Islands,2000,Both sexes,55.68,62.51,0.8907374820028796
Solomon Islands,2000,Male,54.36,60.12,0.9041916167664671
Solomon Islands,2000,Female,57.18,65.24,0.8764561618638872
Somalia,2019,Both sexes,49.72,56.47,0.8804675048698424
Somalia,2019,Male,48.32,54.01,0.8946491390483244
Somalia,2019,Female,51.31,59.22,0.8664302600472814
Somalia,2015,Both sexes,48.09,54.57,0.8812534359538209
Somalia,2015,Male,46.73,52.17,0.8957255127467892
Somalia,2015,Female,49.68,57.31,0.8668644215669167
Somalia,2010,Both sexes,45.91,51.98,0.8832243170450172
Somalia,2010,Male,44.44,49.49,0.8979591836734693
Somalia,2010,Female,47.67,54.91,0.8681478783463851
Somalia,2000,Both sexes,44.01,49.87,0.882494485662723
Somalia,2000,Male,42.75,47.6,0.8981092436974789
Somalia,2000,Female,45.53,52.58,0.8659186002282238
South Africa,2019,Both sexes,56.15,65.25,0.8605363984674329
South Africa,2019,Male,54.59,62.2,0.8776527331189711
South Africa,2019,Female,57.69,68.29,0.8447796163420704
South Africa,2015,Both sexes,54.11,62.57,0.8647914335943743
South Africa,2015,Male,52.71,59.82,0.8811434302908726
South Africa,2015,Female,55.5,65.34,0.8494031221303948
South Africa,2010,Both sexes,49.61,57.14,0.868218410920546
South Africa,2010,Male,48.72,55.04,0.8851744186046512
South Africa,2010,Female,50.5,59.24,0.8524645509790681
South Africa,2000,Both sexes,48.48,55.75,0.8695964125560538
South Africa,2000,Male,47.06,53.08,0.886586284853052
South Africa,2000,Female,50.03,58.63,0.853317414293024
South Sudan,2019,Both sexes,53.66,62.79,0.8545946806816371
South Sudan,2019,Male,52.88,60.83,0.8693079072825909
South Sudan,2019,Female,54.47,64.84,0.8400678593460826
South Sudan,2015,Both sexes,53.02,61.99,0.8552992418131957
South Sudan,2015,Male,52.06,59.8,0.8705685618729098
South Sudan,2015,Female,54.02,64.3,0.8401244167962676
South Sudan,2010,Both sexes,52.38,61.1,0.8572831423895254
South Sudan,2010,Male,51.68,59.2,0.8729729729729729
South Sudan,2010,Female,53.12,63.08,0.8421052631578947
South Sudan,2000,Both sexes,46.36,54.15,0.856140350877193
South Sudan,2000,Male,45.41,52.05,0.8724303554274736
South Sudan,2000,Female,47.37,56.38,0.840191557289819
Spain,2019,Both sexes,72.09,83.22,0.8662581110310023
Spain,2019,Male,71.26,80.68,0.883242439266237
Spain,2019,Female,72.85,85.68,0.8502567693744163
Spain,2015,Both sexes,71.56,82.33,0.8691849872464472
Spain,2015,Male,70.64,79.66,0.8867687672608587
Spain,2015,Female,72.44,84.94,0.8528372969154697
Spain,2010,Both sexes,71.03,81.69,0.8695066715632269
Spain,2010,Male,69.81,78.76,0.8863636363636364
Spain,2010,Female,72.22,84.58,0.8538661622132891
Spain,2000,Both sexes,69.06,79.08,0.8732928679817906
Spain,2000,Male,67.14,75.69,0.8870392390011891
Spain,2000,Female,70.99,82.48,0.8606935014548981
Sri Lanka,2019,Both sexes,67.05,76.87,0.8722518537791075
Sri Lanka,2019,Male,65.05,73.8,0.8814363143631436
Sri Lanka,2019,Female,68.97,79.81,0.8641774213757674
Sri Lanka,2015,Both sexes,66.55,76.27,0.8725580175691622
Sri Lanka,2015,Male,64.42,73.05,0.8818617385352499
Sri Lanka,2015,Female,68.63,79.41,0.8642488351592998
Sri Lanka,2010,Both sexes,64.19,73.3,0.8757162346521146
Sri Lanka,2010,Male,61.45,69.44,0.8849366359447005
Sri Lanka,2010,Female,66.99,77.26,0.8670722236603675
Sri Lanka,2000,Both sexes,62.99,71.89,0.8761997496174712
Sri Lanka,2000,Male,60.12,67.92,0.8851590106007067
Sri Lanka,2000,Female,66.18,76.3,0.8673656618610748
Sudan,2019,Both sexes,59.91,69.15,0.8663774403470714
Sudan,2019,Male,59.56,67.55,0.8817172464840859
Sudan,2019,Female,60.28,70.76,0.8518937252685133
Sudan,2015,Both sexes,58.89,67.94,0.8667942302031204
Sudan,2015,Male,58.42,66.19,0.8826106662637861
Sudan,2015,Female,59.39,69.71,0.8519581121790275
Sudan (until 2011),2010,Both sexes,57.73,66.56,0.8673377403846153
Sudan (until 2011),2010,Male,57.2,64.74,0.8835341365461848
Sudan (until 2011),2010,Female,58.28,68.41,0.8519222335915803
Sudan (until 2011),2000,Both sexes,54.27,62.47,0.8687369937570034
Sudan (until 2011),2000,Male,53.45,60.36,0.8855202120609675
Sudan (until 2011),2000,Female,55.13,64.67,0.8524818308334622
Suriname,2019,Both sexes,62.39,71.48,0.8728315612758814
Suriname,2019,Male,60.72,68.5,0.8864233576642335
Suriname,2019,Female,64.16,74.63,0.8597078922685247
Suriname,2015,Both sexes,63.18,72.6,0.8702479338842976
Suriname,2015,Male,61.4,69.5,0.8834532374100719
Suriname,2015,Female,65.03,75.85,0.8573500329597892
Suriname,2010,Both sexes,62.65,71.83,0.8721982458582764
Suriname,2010,Male,60.82,68.71,0.885169553194586
Suriname,2010,Female,64.57,75.12,0.8595580404685834
Suriname,2000,Both sexes,61.31,69.94,0.8766085215899343
Suriname,2000,Male,59.72,67.13,0.8896171607329063
Suriname,2000,Female,63.03,72.98,0.8636612770622087
Sweden,2019,Both sexes,71.91,82.4,0.8726941747572815
Sweden,2019,Male,71.69,80.83,0.8869231720895707
Sweden,2019,Female,72.11,83.97,0.8587590806240324
Sweden,2015,Both sexes,71.43,81.75,0.8737614678899084
Sweden,2015,Male,71.0,79.97,0.8878329373515068
Sweden,2015,Female,71.83,83.5,0.8602395209580838
Sweden,2010,Both sexes,71.18,81.3,0.8755227552275524
Sweden,2010,Male,70.66,79.41,0.8898123662007303
Sweden,2010,Female,71.65,83.15,0.8616957306073362
Sweden,2000,Both sexes,69.86,79.57,0.8779690838255625
Sweden,2000,Male,69.0,77.28,0.8928571428571428
Sweden,2000,Female,70.65,81.79,0.863797530260423
Switzerland,2019,Both sexes,72.52,83.45,0.8690233672857998
Switzerland,2019,Male,72.19,81.75,0.8830581039755352
Switzerland,2019,Female,72.82,85.08,0.8559003291020215
Switzerland,2015,Both sexes,71.75,82.61,0.868538917806561
Switzerland,2015,Male,71.15,80.64,0.8823164682539684
Switzerland,2015,Female,72.28,84.5,0.8553846153846154
Switzerland,2010,Both sexes,71.37,82.19,0.8683538143326439
Switzerland,2010,Male,70.64,80.03,0.882668999125328
Switzerland,2010,Female,72.0,84.18,0.8553100498930861
Switzerland,2000,Both sexes,69.29,79.72,0.8691670847967888
Switzerland,2000,Male,67.87,76.89,0.882689556509299
Switzerland,2000,Female,70.57,82.35,0.8569520340012143
Syrian Arab Republic,2019,Both sexes,62.87,72.67,0.8651438007430852
Syrian Arab Republic,2019,Male,62.48,71.18,0.8777746558021915
Syrian Arab Republic,2019,Female,63.32,74.26,0.8526797737678427
Syrian Arab Republic,2015,Both sexes,56.34,64.4,0.8748447204968944
Syrian Arab Republic,2015,Male,54.14,60.88,0.8892904073587384
Syrian Arab Republic,2015,Female,58.81,68.37,0.8601725903173907
Syrian Arab Republic,2010,Both sexes,65.11,74.35,0.8757229320780094
Syrian Arab Republic,2010,Male,65.22,73.2,0.890983606557377
Syrian Arab Republic,2010,Female,65.09,75.63,0.8606373132354886
Syrian Arab Republic,2000,Both sexes,62.8,71.46,0.8788133221382592
Syrian Arab Republic,2000,Male,62.91,70.35,0.8942430703624734
Syrian Arab Republic,2000,Female,62.79,72.71,0.8635675973043598
Tajikistan,2019,Both sexes,62.01,69.5,0.8922302158273381
Tajikistan,2019,Male,60.91,67.58,0.9013021604024859
Tajikistan,2019,Female,63.19,71.55,0.8831586303284417
Tajikistan,2015,Both sexes,61.43,68.66,0.8946985144188757
Tajikistan,2015,Male,60.29,66.69,0.9040335882441146
Tajikistan,2015,Female,62.69,70.82,0.8852019203614798
Tajikistan,2010,Both sexes,60.86,68.01,0.8948684017056314
Tajikistan,2010,Male,59.67,66.04,0.9035433070866141
Tajikistan,2010,Female,62.19,70.19,0.8860236500926058
Tajikistan,2000,Both sexes,58.35,65.58,0.8897529734675206
Tajikistan,2000,Male,57.01,63.53,0.89737132063592
Tajikistan,2000,Female,59.79,67.77,0.8822487826471891
Thailand,2019,Both sexes,68.26,77.7,0.8785070785070785
Thailand,2019,Male,65.93,74.36,0.8866325981710598
Thailand,2019,Female,70.6,81.04,0.8711747285291213
Thailand,2015,Both sexes,68.02,77.41,0.8786978426559876
Thailand,2015,Male,65.73,74.13,0.8866855524079321
Thailand,2015,Female,70.33,80.7,0.8714993804213135
Thailand,2010,Both sexes,67.09,76.25,0.8798688524590165
Thailand,2010,Male,65.01,73.24,0.8876297105406883
Thailand,2010,Female,69.19,79.3,0.8725094577553594
Thailand,2000,Both sexes,62.64,71.25,0.8791578947368421
Thailand,2000,Male,59.87,67.52,0.8867002369668247
Thailand,2000,Female,65.55,75.2,0.8716755319148936
Timor-Leste,2019,Both sexes,60.89,69.62,0.874604998563631
Timor-Leste,2019,Male,59.8,67.93,0.8803179743853966
Timor-Leste,2019,Female,62.03,71.41,0.8686458479204594
Timor-Leste,2015,Both sexes,60.34,68.87,0.8761434586902861
Timor-Leste,2015,Male,59.43,67.31,0.8829297281236071
Timor-Leste,2015,Female,61.28,70.49,0.8693431692438645
Timor-Leste,2010,Both sexes,59.29,68.06,0.8711431090214516
Timor-Leste,2010,Male,58.43,66.79,0.8748315616110195
Timor-Leste,2010,Female,60.19,69.36,0.8677912341407151
Timor-Leste,2000,Both sexes,53.05,62.67,0.8464975267273017
Timor-Leste,2000,Male,52.4,61.95,0.8458434221146085
Timor-Leste,2000,Female,53.73,63.4,0.8474763406940062
Togo,2019,Both sexes,56.19,64.27,0.8742803796483585
Togo,2019,Male,54.7,61.52,0.8891417425227568
Togo,2019,Female,57.8,67.23,0.8597352372452773
Togo,2015,Both sexes,54.21,61.92,0.875484496124031
Togo,2015,Male,52.77,59.24,0.8907832545577313
Togo,2015,Female,55.8,64.83,0.8607126330402591
Togo,2010,Both sexes,51.96,59.33,0.875779538176302
Togo,2010,Male,50.82,57.04,0.8909537166900421
Togo,2010,Female,53.24,61.83,0.8610706776645641
Togo,2000,Both sexes,48.93,55.95,0.8745308310991957
Togo,2000,Male,47.96,53.9,0.889795918367347
Togo,2000,Female,49.98,58.13,0.8597970067091002
Tonga,2019,Both sexes,64.01,72.57,0.8820449221441369
Tonga,2019,Male,62.68,69.81,0.8978656352958029
Tonga,2019,Female,65.51,75.61,0.8664197857426267
Tonga,2015,Both sexes,63.93,72.33,0.8838656159270013
Tonga,2015,Male,62.49,69.45,0.8997840172786177
Tonga,2015,Female,65.58,75.54,0.8681493248610007
Tonga,2010,Both sexes,63.87,72.22,0.8843810578787039
Tonga,2010,Male,62.32,69.14,0.9013595603124096
Tonga,2010,Female,65.55,75.5,0.8682119205298013
Tonga,2000,Both sexes,62.87,70.92,0.8864918217710095
Tonga,2000,Male,61.47,68.04,0.9034391534391534
Tonga,2000,Female,64.51,74.2,0.8694070080862534
Trinidad and Tobago,2019,Both sexes,66.23,76.13,0.8699592801786419
Trinidad and Tobago,2019,Male,63.98,72.54,0.8819961400606561
Trinidad and Tobago,2019,Female,68.61,79.92,0.8584834834834835
Trinidad and Tobago,2015,Both sexes,65.19,74.61,0.8737434660233212
Trinidad and Tobago,2015,Male,62.93,71.1,0.8850914205344586
Trinidad and Tobago,2015,Female,67.58,78.33,0.8627601174518065
Trinidad and Tobago,2010,Both sexes,63.34,72.12,0.8782584581253466
Trinidad and Tobago,2010,Male,61.17,68.74,0.8898748908932209
Trinidad and Tobago,2010,Female,65.65,75.69,0.8673536794820982
Trinidad and Tobago,2000,Both sexes,61.43,69.7,0.8813486370157819
Trinidad and Tobago,2000,Male,59.82,66.94,0.8936360920227069
Trinidad and Tobago,2000,Female,63.11,72.58,0.8695232846514191
Tunisia,2019,Both sexes,66.89,77.04,0.8682502596053997
Tunisia,2019,Male,66.09,74.88,0.8826121794871796
Tunisia,2019,Female,67.69,79.19,0.8547796438944311
Tunisia,2015,Both sexes,66.75,76.7,0.8702737940026075
Tunisia,2015,Male,65.97,74.58,0.8845534995977474
Tunisia,2015,Female,67.55,78.83,0.856907268806292
Tunisia,2010,Both sexes,66.3,76.05,0.8717948717948718
Tunisia,2010,Male,65.49,73.95,0.8855983772819471
Tunisia,2010,Female,67.15,78.21,0.8585858585858587
Tunisia,2000,Both sexes,64.8,74.12,0.8742579600647598
Tunisia,2000,Male,63.94,71.94,0.8887962190714485
Tunisia,2000,Female,65.78,76.49,0.8599816969538503
Turkey,2019,Both sexes,68.41,78.62,0.8701348257440854
Turkey,2019,Male,67.81,76.44,0.8871009942438515
Turkey,2019,Female,68.96,80.67,0.8548407090616089
Turkey,2015,Both sexes,67.72,77.79,0.8705489137421262
Turkey,2015,Male,66.94,75.39,0.8879161692532166
Turkey,2015,Female,68.43,80.06,0.8547339495378466
Turkey,2010,Both sexes,66.95,76.89,0.8707244114969437
Turkey,2010,Male,66.3,74.65,0.8881446751507032
Turkey,2010,Female,67.6,79.08,0.8548305513404147
Turkey,2000,Both sexes,64.97,74.41,0.8731353312726784
Turkey,2000,Male,64.13,71.94,0.8914373088685015
Turkey,2000,Female,65.83,76.85,0.8566037735849057
Turkmenistan,2019,Both sexes,62.11,69.75,0.8904659498207885
Turkmenistan,2019,Male,59.93,66.48,0.9014741275571599
Turkmenistan,2019,Female,64.27,72.97,0.8807729203782376
Turkmenistan,2015,Both sexes,61.73,69.11,0.8932137172623353
Turkmenistan,2015,Male,59.42,65.66,0.9049649710630522
Turkmenistan,2015,Female,64.04,72.57,0.8824583161085849
Turkmenistan,2010,Both sexes,60.12,67.31,0.8931808052295349
Turkmenistan,2010,Male,57.56,63.62,0.9047469349261239
Turkmenistan,2010,Female,62.74,71.09,0.8825432550288367
Turkmenistan,2000,Both sexes,56.64,63.32,0.8945041061276058
Turkmenistan,2000,Male,53.76,59.34,0.9059656218402425
Turkmenistan,2000,Female,59.62,67.43,0.8841761827079934
Uganda,2019,Both sexes,58.21,66.69,0.8728445044234519
Uganda,2019,Male,56.05,63.24,0.8863061353573687
Uganda,2019,Female,60.35,70.1,0.8609129814550642
Uganda,2015,Both sexes,56.29,64.47,0.8731192802854041
Uganda,2015,Male,53.94,60.81,0.8870251603354711
Uganda,2015,Female,58.66,68.13,0.8610010274475268
Uganda,2010,Both sexes,52.12,59.67,0.8734707558236969
Uganda,2010,Male,50.62,57.02,0.8877586811645036
Uganda,2010,Female,53.57,62.21,0.8611155762739109
Uganda,2000,Both sexes,42.52,48.76,0.8720262510254307
Uganda,2000,Male,41.36,46.8,0.8837606837606838
Uganda,2000,Female,43.7,50.75,0.8610837438423646
Ukraine,2019,Both sexes,64.3,73.02,0.8805806628321008
Ukraine,2019,Male,60.6,68.0,0.8911764705882353
Ukraine,2019,Female,67.84,77.81,0.8718673692327464
Ukraine,2015,Both sexes,63.79,72.2,0.8835180055401661
Ukraine,2015,Male,60.1,67.21,0.8942121708079156
Ukraine,2015,Female,67.3,76.96,0.8744802494802495
Ukraine,2010,Both sexes,62.2,70.2,0.886039886039886
Ukraine,2010,Male,58.51,65.2,0.8973926380368098
Ukraine,2010,Female,65.81,75.1,0.8762982689747005
Ukraine,2000,Both sexes,59.71,67.53,0.8841996149859321
Ukraine,2000,Male,55.54,62.06,0.8949403802771511
Ukraine,2000,Female,64.07,73.24,0.874795193883124
United Arab Emirates,2019,Both sexes,65.99,76.08,0.8673764458464773
United Arab Emirates,2019,Male,65.84,75.1,0.8766977363515314
United Arab Emirates,2019,Female,66.19,78.42,0.8440448865085437
United Arab Emirates,2015,Both sexes,65.45,75.31,0.8690744920993229
United Arab Emirates,2015,Male,65.26,74.25,0.878922558922559
United Arab Emirates,2015,Female,65.72,77.84,0.8442959917780061
United Arab Emirates,2010,Both sexes,65.1,74.86,0.8696232968207319
United Arab Emirates,2010,Male,64.91,73.86,0.8788248036826428
United Arab Emirates,2010,Female,65.25,77.39,0.8431321876211397
United Arab Emirates,2000,Both sexes,63.85,73.18,0.8725061492210986
United Arab Emirates,2000,Male,63.7,72.2,0.8822714681440443
United Arab Emirates,2000,Female,63.76,75.06,0.8494537703170796
United Kingdom of Great Britain and Northern Ireland,2019,Both sexes,70.13,81.4,0.8615479115479114
United Kingdom of Great Britain and Northern Ireland,2019,Male,69.64,79.79,0.872791076576012
United Kingdom of Great Britain and Northern Ireland,2019,Female,70.62,82.99,0.8509458970960357
United Kingdom of Great Britain and Northern Ireland,2015,Both sexes,69.67,80.65,0.8638561686298821
United Kingdom of Great Britain and Northern Ireland,2015,Male,69.03,78.93,0.8745724059293044
United Kingdom of Great Britain and Northern Ireland,2015,Female,70.3,82.34,0.8537770221034733
United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,69.44,80.25,0.8652959501557632
United Kingdom of Great Britain and Northern Ireland,2010,Male,68.68,78.34,0.8766913454174113
United Kingdom of Great Britain and Northern Ireland,2010,Female,70.18,82.09,0.8549153368254355
United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,67.57,77.85,0.867951188182402
United Kingdom of Great Britain and Northern Ireland,2000,Male,66.5,75.49,0.8809113789905948
United Kingdom of Great Britain and Northern Ireland,2000,Female,68.57,80.09,0.8561618179548007
United Republic of Tanzania,2019,Both sexes,58.46,67.34,0.868131868131868
United Republic of Tanzania,2019,Male,57.62,65.37,0.881444087501912
United Republic of Tanzania,2019,Female,59.26,69.26,0.8556165174704012
United Republic of Tanzania,2015,Both sexes,56.74,65.36,0.8681150550795594
United Republic of Tanzania,2015,Male,55.86,63.38,0.8813505837803723
United Republic of Tanzania,2015,Female,57.58,67.26,0.856080880166518
United Republic of Tanzania,2010,Both sexes,53.36,61.39,0.8691969376119889
United Republic of Tanzania,2010,Male,52.93,60.02,0.8818727090969676
United Republic of Tanzania,2010,Female,53.71,62.63,0.8575762414178508
United Republic of Tanzania,2000,Both sexes,45.44,52.47,0.866018677339432
United Republic of Tanzania,2000,Male,45.01,51.28,0.8777301092043681
United Republic of Tanzania,2000,Female,45.84,53.61,0.855064353665361
United States of America,2019,Both sexes,66.12,78.5,0.8422929936305733
United States of America,2019,Male,65.21,76.28,0.8548767697954902
United States of America,2019,Female,67.02,80.73,0.8301746562616127
United States of America,2015,Both sexes,66.56,78.56,0.8472505091649695
United States of America,2015,Male,65.58,76.31,0.8593893329838815
United States of America,2015,Female,67.53,80.8,0.8357673267326733
United States of America,2010,Both sexes,66.74,78.56,0.8495417515274948
United States of America,2010,Male,65.7,76.27,0.8614133997639964
United States of America,2010,Female,67.74,80.8,0.8383663366336633
United States of America,2000,Both sexes,65.8,76.69,0.8579997392098057
United States of America,2000,Male,64.58,74.12,0.8712898003237992
United States of America,2000,Female,66.96,79.17,0.8457749147404319
Uruguay,2019,Both sexes,67.51,77.1,0.8756160830090792
Uruguay,2019,Male,65.4,73.48,0.8900381056069679
Uruguay,2019,Female,69.51,80.56,0.8628351539225423
Uruguay,2015,Both sexes,67.54,77.03,0.876801246267688
Uruguay,2015,Male,65.32,73.31,0.8910107761560495
